UIN,Grid Number,Batch Number,Description/Shape,Size,Glaze Type,Kiln,Material,Condition,Weight,Decoration Exterior,Decoration Interior,Qty,Remarks,Image,Box Label,Highlight
1169,E20,B112,Vase,,B&W,Jingdezhen,Porcelain,Shard,11,Lotus panels scroll,,1,,1169-IMG_2443.jpg1169-IMG_2444.jpg,,
1170,E22,B131,Guan?,Large,B&W,Jingdezhen,Porcelain,Shard,77,Lotus panels,,1,Internal glaze,1170-IMG_2445.jpg1170-IMG_2446.jpg,,✓
1171,E22,B129,Flask,,B&W,Jingdezhen,Porcelain,Shard,42,Waves,,1,Cobalt diffused,1171-IMG_2448.jpg1171-IMG_2447.jpg,,
1172,E22,B129,Dish,Medium,B&W,Jingdezhen,Porcelain,Base shard,114,,Chrysanthemum scroll,1,,1172-IMG_2450.jpg1172-IMG_2449.jpg,,
1173,E22,B129,Vase,,B&W,Jingdezhen,Porcelain,Shard,11,Lotus panels,,1,,1173-IMG_2451.jpg1173-IMG_2452.jpg,,
1174,E22,B129,Bowl,Small,B&W,Jingdezhen,Porcelain,Shard,6,Chrysanthemum,Lotus,1,Shufu shape,1174-IMG_2453.jpg1174-IMG_2454.jpg,,
1175,F21,B141,Bowl,Medium,B&W,Jingdezhen,Porcelain,Rim shard,39,Lotus panels morning glory scroll frett work,Waves band scroll,1,,1175-IMG_2455.jpg1175-IMG_2456.jpg,,✓
1176,F21,B141,Ewer,,B&W,Jingdezhen,Porcelain,Neck shard,45,Lotus panel blank panel,,1,Octagonal luted handle broken off,1176-IMG_2459.jpg1176-IMG_2458.jpg1176-IMG_2457.jpg1176-IMG_2460.jpg,,✓
1177,F21,B141,Flask,,B&W,Jingdezhen,Porcelain,Shard,234,Lotus applique scroll on shoulder,,1,Cobalt diffused,1177-IMG_2463.jpg1177-IMG_2464.jpg1177-IMG_2465.jpg1177-IMG_2461.jpg,,✓
1179,E21,B121,Stem cup,,B&W,Jingdezhen,Porcelain,Base with stem,88,,Lotus bouquet,1,Ribbed stem,1179-IMG_2471.jpg1179-IMG_2470.jpg1179-IMG_2472.jpg,,✓
1180,E21,B121,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,109,,Ducks in lotus pond,1,,1180-IMG_2473.jpg1180-IMG_2474.jpg,,
1181,E21,B121,Ewer,,B&W,Jingdezhen,Porcelain,Spout shard,22,Scroll,,1,Double spout,1181-IMG_2477.jpg1181-IMG_2479.jpg1181-IMG_2480.jpg1181-IMG_2478.jpg1181-IMG_2476.jpg,,✓
1182,E21,B121,Vase,,B&W,Jingdezhen,Porcelain,Shards,19,Peony?,,2,,1182-IMG_2482.jpg1182-IMG_2481.jpg,,
1183,E21,B121,Vase,,B&W,Jingdezhen,Porcelain,Shard,2,Dragon beard?,,1,Glazed both sides thin,1183-IMG_2483.jpg1183-IMG_2484.jpg,,✓
1184,E21,B121,Bowl,,B&W,Jingdezhen,Porcelain,Shard,3,Lotus,,1,Thin,1184-IMG_2486.jpg1184-IMG_2485.jpg,,
1185,F19,B137,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,148,Lotus panels,Ducks in lotus pond,1,,1185-IMG_2488.jpg1185-IMG_2487.jpg,,
1186,F19,B137,Bowl,Medium,B&W,Jingdezhen,Porcelain,,314,Lotus panels,Lotus bouquet floral scroll,1,,1186-IMG_2489.jpg1186-IMG_2490.jpg,,
1187,F19,B137,Jarlet?,,B&W,Jingdezhen,Porcelain,Base shard,21,Lotus panels,,1,Flat base,1187-IMG_2493.jpg1187-IMG_2492.jpg,,✓
1188,F19,B137,Bowl,,B&W,Jingdezhen,Porcelain,Shard,9,,Ducks in lotus pond?,1,,1188-IMG_2494.jpg1188-IMG_2495.jpg,,
1189,E17,B096,Flask,,B&W,Jingdezhen,Porcelain,Shard,191,Waves lotus,,1,Cobalt diffused,1189-IMG_2496.jpg1189-IMG_2498.jpg1189-IMG_2497.jpg,,✓
1190,E17,B096,Vase,,B&W,Jingdezhen,Porcelain,Shard,13,Waves lotus reverse decorated,,1,,1190-IMG_2499.jpg1190-IMG_2500.jpg,,
1191,E17,B096,Bowl,,B&W,Jingdezhen,Porcelain,Shard,16,Lotus panels,Lotus pond?,1,,1191-IMG_2501.jpg1191-IMG_2502.jpg,,
1192,E17,B096,Vase,,B&W,Jingdezhen,Porcelain,Shard,4,Dragon,,1,,1192-IMG_2504.jpg1192-IMG_2503.jpg,,
1193,E21,B121,Bowl,,B&W,Jingdezhen,Porcelain,Shard,9,Lotus panels,Lotus pond?,1,,1193-IMG_2505.jpg1193-IMG_2506.jpg,,
1194,E21,B121,Guan?,,B&W,Jingdezhen,Porcelain,Shard,90,Dragon scroll lotus panels,,1,Luted,1194-IMG_2508.jpg1194-IMG_2507.jpg,,✓
1195,E18,B099,Bowl,,B&W,Jingdezhen,Porcelain,Shard,23,Lotus panels,Dragon moulded qingbai,1,B&W and qingbai. Anhua,1195-IMG_2509.jpg1195-IMG_2510.jpg,,✓
1196,E18,B099,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,212,Lotus panels,Double vajra,1,,1196-IMG_2513.jpg1196-IMG_2514.jpg,,✓
1197,E18,B099,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base shard,458,Lotus panels,Ducks in lotus pond,1,,1197-IMG_2518.jpg1197-IMG_2516.jpg1197-IMG_2517.jpg,,
1198,E18,B099,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,157,Lotus panels,Ducks in lotus pond,1,,1198-IMG_2519.jpg1198-IMG_2520.jpg,,
1199,E18,B099,Bowl,Small,B&W,Jingdezhen,Porcelain,Base,78,,Lotus bouquet,1,,1199-IMG_2522.jpg1199-IMG_2521.jpg,,
1200,E18,B099,Bowls,,B&W,Jingdezhen,Porcelain,Shards,168,,,5,,1200-IMG_2524.jpg1200-IMG_2523.jpg,,
1202,E18,B098,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,329,Lotus panels,Lotus bouquet,1,,1202-IMG_2528.jpg1202-IMG_2527.jpg,,
1203,E18,B098,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,149,Lotus panels,Ducks in lotus pond,1,Eroded,1203-IMG_2530.jpg1203-IMG_2529.jpg,,
1204,E18,B098,Bowl,Medium,B&W,Jingdezhen,Porcelain,Rim to base,78,Lotus panels lotus scroll,Ducks in lotus pond chrysanthemum scroll,1,,1204-IMG_2531.jpg1204-IMG_2532.jpg,,✓
1205,E18,B098,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,143,Lotus panels,Lotus bouquet,1,,1205-IMG_2533.jpg1205-IMG_2534.jpg,,
1206,E18,B098,Dish,Medium,B&W,Jingdezhen,Porcelain,Base shard,52,Lotus panels,,1,,1206-IMG_2535.jpg1206-IMG_2536.jpg,,
1207,E18,B098,Vase,,B&W,Jingdezhen,Porcelain,Shard,20,Waves reverse decoration,,1,,1207-IMG_2538.jpg1207-IMG_2537.jpg,,✓
1208,E18,B098,Vases,,B&W,Jingdezhen,Porcelain,Shards,50,,,4,,1208-IMG_2540.jpg1208-IMG_2539.jpg,,
1209,E18,B098,Bowls,,B&W,Jingdezhen,Porcelain,Shards,96,,,9,,1209-IMG_2542.jpg1209-IMG_2541.jpg,,
1211,E17,B096,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,246,Lotus panels,Ducks in lotus pond,1,,1211-IMG_2545.jpg1211-IMG_2546.jpg,,
1212,E17,B096,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,180,Lotus panels,Ducks in lotus pond,1,,1212-IMG_2547.jpg1212-IMG_2548.jpg,,
1213,E17,B096,Bowl,,B&W,Jingdezhen,Porcelain,Shard,29,Lotus panels,Lotus pond?,1,,1213-IMG_3563.jpg1213-IMG_3562.jpg,,
1214,E17,B096,Vases,,B&W,Jingdezhen,Porcelain,Shards,8,,,2,,1214-IMG_2552.jpg1214-IMG_2553.jpg,,
1216,F20,B140,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,207,Lotus panels,Double vajra,1,,1216-IMG_2559.jpg1216-IMG_2560.jpg,,✓
1217,F20,B140,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,134,,Lotus bouquet,1,,1217-IMG_2561.jpg1217-IMG_2562.jpg,,
1218,F20,B140,Dish,Small,B&W,Jingdezhen,Porcelain,Base,80,,Lotus bouquet,1,Shufu shape?,1218-IMG_2564.jpg1218-IMG_2563.jpg,,
1219,F20,B140,Cup,Small,B&W,Jingdezhen,Porcelain,Base,35,,Chrysanthemum,1,,1219-IMG_2566.jpg1219-IMG_2567.jpg1219-IMG_2565.jpg,,✓
1220,F20,B140,Bowls,,B&W,Jingdezhen,Porcelain,Shards,94,,,7,,1220-IMG_2570.jpg1220-IMG_2569.jpg,,
1221,F20,B140,Dish,Medium,B&W,Jingdezhen,Porcelain,Base shard,58,Lotus panel,Phoenix? lotus scroll,1,,1221-IMG_2571.jpg1221-IMG_2572.jpg,,
1222,F20,B140,Vases,,B&W,Jingdezhen,Porcelain,Shards,16,,,3,Faceted,1222-IMG_2575.jpg1222-IMG_2576.jpg,,
1223,F20,B140,Bowl,,B&W,Jingdezhen,Porcelain,Shard,40,Lotus,,1,,1223-IMG_2574.jpg1223-IMG_2573.jpg,,
1225,E18,B099,Dish,Medium,B&W,Jingdezhen,Porcelain,Base shard,97,,Floral,1,,1225-IMG_2580.jpg1225-IMG_2579.jpg,,
1226,E18,B099,Vases,,B&W,Jingdezhen,Porcelain,Shards,24,,,2,,1226-IMG_2584.jpg1226-IMG_2583.jpg,,
1227,E18,B099,Bowls,,B&W,Jingdezhen,Porcelain,Shards,12,,,2,,1227-IMG_2586.jpg1227-IMG_2585.jpg,,
1228,E18,B099,Vase,,B&W,Jingdezhen,Porcelain,Shard,12,Waves reverse decorated,,1,,1228-IMG_2588.jpg1228-IMG_2587.jpg,,
1229,F19,B136,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,142,Lotus panels,Ducks in lotus pond,1,,1229-IMG_2590.jpg1229-IMG_2589.jpg,,
1230,F19,B136,Bowl,,B&W,Jingdezhen,Porcelain,Shard,16,,,1,Glazed both sides,1230-IMG_2593.jpg1230-IMG_2591.jpg,,
1231,F19,B136,Bowl,,B&W,Jingdezhen,Porcelain,Shard,12,Scroll,Scroll,1,,1231-IMG_2594.jpg1231-IMG_2595.jpg,,
1232,E21,B122,Guan?,,B&W,Jingdezhen,Porcelain,Shards,113,Lotus panels,,2,,1232-IMG_2597.jpg1232-IMG_2596.jpg,,
1233,E21,B122,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,143,,Ducks in lotus pond,1,,1233-IMG_2599.jpg1233-IMG_2598.jpg,,
1234,E21,B122,Vase,,B&W,Jingdezhen,Porcelain,Neck shard,10,Plantain leaves,,1,Octagonal,1234-IMG_2600.jpg1234-IMG_2601.jpg,,
1235,E21,B122,Flask,,B&W,Jingdezhen,Porcelain,Shard,54,Waves,,1,Cobalt diffused,1235-IMG_2608.jpg1235-IMG_2604.jpg,,✓
1236,E21,B122,Bowl,Large,B&W,Jingdezhen,Porcelain,Shard,65,Lotus panels,Lotus,1,,1236-IMG_2610.jpg1236-IMG_2609.jpg,,
1237,E21,B122,Vase,,B&W,Jingdezhen,Porcelain,Shard,19,Waves in ruyi lappet,,1,,1237-IMG_2612.jpg1237-IMG_2611.jpg,,
1238,E21,B122,Vase,,B&W,Jingdezhen,Porcelain,Shard,20,Phoenix? lotus,,1,,1238-IMG_2613.jpg1238-IMG_2614.jpg,,
1239,E21,B122,Vases,,B&W,Jingdezhen,Porcelain,Shards,10,,,2,,1239-IMG_2615.jpg1239-IMG_2616.jpg,,
1240,E21,B122,Bowls,,B&W,Jingdezhen,Porcelain,Shards,63,,,4,,1240-IMG_2618.jpg1240-IMG_2617.jpg,,
1241,F19,B139,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,125,,Lotus bouquet,1,,1241-IMG_2619.jpg1241-IMG_2620.jpg,,
1242,F19,B139,Bowls,,B&W,Jingdezhen,Porcelain,Shards,38,Lotus panels,,2,,1242-IMG_2622.jpg1242-IMG_2621.jpg,,
1243,F19,B139,Cover,,B&W,Jingdezhen,Porcelain,Shard,24,Lotus panels,,1,Lobed,1243-IMG_2623.jpg1243-IMG_2624.jpg,,✓
1244,F19,B139,Jarlet & bowl,,B&W,Jingdezhen,Porcelain,Shards,53,,,2,Flat bottom jarlet,1244-IMG_2626.jpg1244-IMG_2627.jpg,,
1245,E17,B097,Vase,,B&W,Jingdezhen,Porcelain,Shard,13,Panels scroll,,1,Faceted,1245-IMG_2629.jpg1245-IMG_2628.jpg,,
1246,E17,B097,Bowl,,B&W,Jingdezhen,Porcelain,Shard,9,,,1,,1246-IMG_2630.jpg1246-IMG_2631.jpg,,
1249,E17,B097,Vase?,,B&W,Jingdezhen,Porcelain,Base shard,59,Ducks in lotus pond,,1,Straight sided interior glazed,1249-IMG_2638.jpg1249-IMG_2639.jpg1249-IMG_2637.jpg,,✓
1250,E17,B097,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,268,Lotus panels,Ducks in lotus pond,1,,1250-IMG_2641.jpg1250-IMG_2642.jpg,,
1251,E17,B097,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,166,Lotus Panels,Ducks in lotus pond,1,,1251-IMG_2643.jpg1251-IMG_2644.jpg,,
1252,E17,B097,Cup,Small,B&W,Jingdezhen,Porcelain,Rim to base,29,Leaf scroll,Fungus,1,,1252-IMG_2646.jpg1252-IMG_2645.jpg,,✓
1253,E17,B097,Jarlet,,B&W,Jingdezhen,Porcelain,Base,20,Leaves,,1,Beaded ribs,1253-IMG_2650.jpg1253-IMG_2649.jpg1253-IMG_2648.jpg,,
1254,E17,B097,Vases,,B&W,Jingdezhen,Porcelain,Shards,11,,,3,,1254-IMG_2651.jpg1254-IMG_2652.jpg,,
1255,E17,B097,Bowl?,,B&W,Jingdezhen,Porcelain,Shard,5,,Unidentified legs?,1,Glazed both sides,1255-IMG_2653.jpg1255-IMG_2654.jpg,,✓
1256,E17,B097,Bowls,,B&W,Jingdezhen,Porcelain,Shards,133,,,14,,1256-IMG_2656.jpg1256-IMG_2655.jpg,,
1257,F19,B139,Bowl,Small,B&W,Jingdezhen,Porcelain,Base,84,,Lotus bouquet,1,Shufu shape?,1257-IMG_2657.jpg1257-IMG_2658.jpg,,
1258,F19,B139,Vase,,B&W,Jingdezhen,Porcelain,Base,55,Lotus panels lotus scroll,,1,,1258-IMG_2660.jpg1258-IMG_2659.jpg,,
1259,F19,B139,Vase,,B&W,Jingdezhen,Porcelain,Shard,28,Lotus panels,,1,Faceted,1259-IMG_2664.jpg1259-IMG_2663.jpg,,
1260,F19,B139,Bowl,,B&W,Jingdezhen,Porcelain,Shard,18,Lotus panels,,1,,1260-IMG_2666.jpg1260-IMG_2665.jpg,,
1263,F19,B136,Bowl,Small,B&W,Jingdezhen,Porcelain,Base,76,,Lotus bouquet,1,,1263-IMG_2672.jpg1263-IMG_2671.jpg,,
1264,F19,B136,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,114,,Peony?,1,,1264-IMG_2674.jpg1264-IMG_2673.jpg,,
1265,F19,B136,Bowl?,,B&W,Jingdezhen,Porcelain,Shard,15,,Lotus pond?,1,,1265-IMG_2676.jpg1265-IMG_2675.jpg,,
1266,F19,B136,Cup,Small,B&W,Jingdezhen,Porcelain,Base,23,,Chrysanthemum,1,,1266-IMG_2678.jpg1266-IMG_2677.jpg,,
1268,F19,B136,Vase,,B&W,Jingdezhen,Porcelain,Shard,10,Panels,,1,Faceted,1268-IMG_2681.jpg1268-IMG_2682.jpg,,
1269,F19,B136,Bowls,,B&W,Jingdezhen,Porcelain,Shards,11,,,2,,1269-IMG_2683.jpg1269-IMG_2684.jpg,,
1270,E17,B097,Guan,,B&W,Jingdezhen,Porcelain,Shard,108,Peony,,1,Glazed both sides,1270-IMG_2686.jpg1270-IMG_2685.jpg,,✓
1271,E17,B097,Bowls,,B&W,Jingdezhen,Porcelain,Shards,46,,,4,,1271-IMG_2687.jpg1271-IMG_2688.jpg,,
1272,E17,B097,Jarlet?,,B&W,Jingdezhen,Porcelain,Base shard,37,Lotus petals,,1,Flat base,1272-IMG_2689.jpg1272-IMG_2690.jpg,,
1273,E17,B097,Vases,,B&W,Jingdezhen,Porcelain,Shards,74,,,3,,1273-IMG_3558.jpg1273-IMG_3559.jpg,,
1274,E17,B096,Cover,,B&W,Jingdezhen,Porcelain,Shard,26,Frett work scroll,,1,Tiered,1274-IMG_2695.jpg1274-IMG_2696.jpg,,✓
1275,E17,B096,Bowl,,B&W,Jingdezhen,Porcelain,Rim shard,24,Lotus petals lotus scroll frett work,Lotus scroll scroll,1,,1275-IMG_2698.jpg1275-IMG_2699.jpg,,
1276,F21,B141,Dish,Medium,B&W,Jingdezhen,Porcelain,Base shard,54,Lotus panels,Lotus,1,,1276-IMG_2701.jpg1276-IMG_2700.jpg,,
1277,F21,B141,Bowl,,B&W,Jingdezhen,Porcelain,Shard,24,Lotus panels,Lotus pond?,1,,1277-IMG_2703.jpg1277-IMG_2702.jpg,,
1278,F22,B142,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,123,,Ducks in lotus pond,1,,1278-IMG_2705.jpg1278-IMG_2704.jpg,,
1279,F22,B142,Vases,,B&W,Jingdezhen,Porcelain,Shards,15,,,2,,1279-IMG_2707.jpg1279-IMG_2706.jpg,,
1280,F22,B142,Bowls,,B&W,Jingdezhen,Porcelain,Shards,14,,,2,,1280-IMG_2713.jpg1280-IMG_2710.jpg1280-IMG_2711.jpg,,
1281,F19,B137,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,183,Lotus panels,Ducks in lotus pond,1,,1281-IMG_2712.jpg,,
1282,E13,Inshore of mooring area,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,119,Lotus panels,Ducks in lotus pond,1,,1282-IMG_2714.jpg1282-IMG_2715.jpg,,
1283,E21,B122,Vase,,B&W,Jingdezhen,Porcelain,Shard,55,Peony scroll,,1,,1283-IMG_2717.jpg,,
1284,E23,B144,Vase,Medium,B&W,Jingdezhen,Porcelain,Base,106,Lotus panels,,1,Mark inscribed on base,1284-IMG_2720.jpg1284-IMG_2721.jpg,,✓
1285,E23,B143,Vase,,B&W,Jingdezhen,Porcelain,Shard,10,Waves reverse decorated lotus panels,,1,,1285-IMG_2723.jpg1285-IMG_2724.jpg,,
1286,E18,B099,Bowl,,B&W,Jingdezhen,Porcelain,Shard,13,Lotus panels,,1,,1286-IMG_2725.jpg1286-IMG_2726.jpg,,
1290,F19,B133,Vase,,B&W,Jingdezhen,Porcelain,Shard,15,Panels with lotus,,1,Faceted,1290-IMG_2735.jpg1290-IMG_2737.jpg,,
1291,F19,B139,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,151,Lotus panels,Lotus bouquet,1,,1291-IMG_2738.jpg1291-IMG_2739.jpg,,
1292,F19,B139,Bowl,,B&W,Jingdezhen,Porcelain,Shard,9,Lotus panels,,1,,1292-IMG_2741.jpg1292-IMG_2740.jpg,,
1293,F19,B139,Vase,,B&W,Jingdezhen,Porcelain,,17,Floral,,1,,1293-IMG_2743.jpg1293-IMG_2742.jpg,,
1294,E19,B105,Bowl,Small,B&W,Jingdezhen,Porcelain,Shard,2,,,1,Shufu shape,1294-IMG_2745.jpg1294-IMG_2744.jpg,,
1295,E19,B105,Bowl,Medium,B&W,Jingdezhen,Porcelain,Rim shard,59,Wave band scroll,Lotus panels chrysanthemum scroll frett work,1,,1295-IMG_2747.jpg1295-IMG_2746.jpg,,✓
1296,E19,B105,Stem cup?,,B&W,Jingdezhen,Porcelain,Rim shard,39,Dragon flaming pearl,Floral scroll,1,3 claw,1296-IMG_2749.jpg1296-IMG_2748.jpg,,✓
1297,E19,B105,Bowl,,B&W,Jingdezhen,Porcelain,Rim shard,29,Lotus scroll,Lotus scroll,1,,1297-IMG_2751.jpg1297-IMG_2750.jpg,,
1298,E19,B105,Bowl,,B&W,Jingdezhen,Porcelain,Shard,2,,,1,,1298-IMG_2752.jpg1298-IMG_2753.jpg,,
1299,E19,B109,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base shard,269,Lotus panels,Ducks in lotus pond,1,,1299-IMG_2754.jpg1299-IMG_2755.jpg,,
1300,F22,B142,Vases,,B&W,Jingdezhen,Porcelain,Shards,20,,,3,,1300-IMG_2708.jpg1300-IMG_2709.jpg,,
1301,E19,B109,Guan?,Large,B&W,Jingdezhen,Porcelain,Shard,346,Phoenix in ruyi lappet floral scroll lotus panels,,1,Octagonal,1301-IMG_2756.jpg1301-IMG_2757.jpg,,✓
1302,E19,B109,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base shard,161,Lotus panels,Double vajra,1,,1302-IMG_2761.jpg1302-IMG_2758.jpg,,
1303,E19,B109,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,163,Lotus panels,Ducks in lotus pond,1,Cobalt diffused,1303-IMG_2762.jpg1303-IMG_2763.jpg,,
1304,E19,B109,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,153,Lotus panels,Lotus bouquet,1,,1304-IMG_2764.jpg1304-IMG_2765.jpg,,
1305,E19,B109,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,176,,Lotus pond,1,,1305-IMG_2767.jpg1305-IMG_2768.jpg,,
1306,E19,B109,Stem cup,Small,B&W,Jingdezhen,Porcelain,Base with stem,95,Scroll,Morning glory?,1,,1306-IMG_2771.jpg1306-IMG_2772.jpg1306-IMG_2773.jpg,,✓
1307,E19,B109,Bowl,Small,B&W,Jingdezhen,Porcelain,Shard,6,,Berries?,1,Shufu shape,1307-IMG_2776.jpg1307-IMG_2774.jpg,,
1308,E19,B109,Stem cup,,B&W,Jingdezhen,Porcelain,Stem,53,Plantain leaves,Lotus bouquet?,1,,1308-IMG_2780.jpg1308-IMG_2778.jpg1308-IMG_2779.jpg,,✓
1309,E19,B109,Bowls,,B&W,Jingdezhen,Porcelain,Shards,90,,,11,,1309-IMG_2782.jpg1309-IMG_2783.jpg,,
1310,E19,B109,Vases,,B&W,Jingdezhen,Porcelain,Shards,25,,,4,,1310-IMG_2785.jpg1310-IMG_2784.jpg,,
1311,E19,B109,Vase,,B&W,Jingdezhen,Porcelain,Base shard,65,Frett work leaves,,1,Flowerpot? Tiered base straight sides,1311-IMG_2786.jpg1311-IMG_2787.jpg,,✓
1312,E19,B109,Vase,,B&W,Jingdezhen,Porcelain,Shard,5,Dragon,,1,Large scales,1312-IMG_2788.jpg1312-IMG_2789.jpg,,✓
1313,E19,B109,Vase,,B&W,Jingdezhen,Porcelain,Base shard,33,Lotus petals lotus panels,,1,High foot,1313-IMG_2791.jpg1313-IMG_2790.jpg,,
1314,E19,B109,Ewer,,B&W,Jingdezhen,Porcelain,Spout shard,31,Peony,,1,,1314-IMG_2793.jpg1314-IMG_2792.jpg,,✓
1315,E19,B109,Bowl,Medium,B&W,Jingdezhen,Porcelain,Rim shard,69,lotus scroll,Lotus pond lotus scroll,1,2 pieces of 1,1315-IMG_2794.jpg1315-IMG_2795.jpg,,✓
1318,E19,B104,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,171,,Ducks in lotus pond,1,,1318-IMG_2800.jpg1318-IMG_2801.jpg,,
1319,E19,B104,Cup,Small,B&W,Jingdezhen,Porcelain,Base,20,,Chrysanthemum,1,Fired black,1319-IMG_2802.jpg1319-IMG_2803.jpg,,
1320,E19,B104,Vase,,B&W,Jingdezhen,Porcelain,Shard,26,Lotus panels lotus,,1,Luting,1320-IMG_2804.jpg1320-IMG_2805.jpg,,
1321,E19,B104,Bowls,,B&W,Jingdezhen,Porcelain,Shards,76,,,8,,1321-IMG_2806.jpg1321-IMG_2807.jpg,,
1322,E22,B127,Vase,,B&W,Jingdezhen,Porcelain,Mouth rim shard,4,,,1,Trumpet mouth,1322-IMG_2810.jpg1322-IMG_2809.jpg,,✓
1323,E22,B127,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,125,Lotus panels,Lotus,1,,1323-IMG_2812.jpg1323-IMG_2811.jpg,,
1324,E22,B127,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,212,Lotus petals,Fungus,1,,1324-IMG_2814.jpg1324-IMG_2813.jpg,,✓
1325,E22,B127,Bowl,Small,B&W,Jingdezhen,Porcelain,Base,64,,Lotus bouquet,1,,1325-IMG_2816.jpg1325-IMG_2815.jpg,,
1326,E22,B127,Bowls,Small,B&W,Jingdezhen,Porcelain,Bases,118,,Lotus bouquet,2,,1326-IMG_2817.jpg1326-IMG_2818.jpg,,
1327,E22,B127,Vase,,B&W,Jingdezhen,Porcelain,Shard,28,Lotus panels,,1,,1327-IMG_2820.jpg1327-IMG_2819.jpg,,
1328,E22,B127,Vase,,B&W,Jingdezhen,Porcelain,Shard,11,Dragon?,,1,,1328-IMG_2822.jpg1328-IMG_2821.jpg,,
1329,E22,B127,Vase,,B&W,Jingdezhen,Porcelain,Shard,10,Lotus pond,,1,Faceted fired black,1329-IMG_2824.jpg1329-IMG_2823.jpg,,
1330,E22,B127,Vases,,B&W,Jingdezhen,Porcelain,Shards,10,,,3,,1330-IMG_2826.jpg1330-IMG_2825.jpg,,
1331,E22,B127,Bowls,,B&W,Jingdezhen,Porcelain,Shards,51,,,8,,1331-IMG_2827.jpg1331-IMG_2828.jpg,,
1333,E19,B109,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base shard,432,Lotus panels,Lotus bouquet,1,Eroded,1333-IMG_2831.jpg1333-IMG_2832.jpg,,
1334,E19,B109,Vase,,B&W,Jingdezhen,Porcelain,Shard,74,Waves leaves reverse decorated scroll lotus panels,,1,Luted,1334-IMG_2834.jpg1334-IMG_2833.jpg,,✓
1335,E19,B109,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,233,Lotus panels,Ducks in lotus pond,1,Eroded,1335-IMG_2835.jpg1335-IMG_2836.jpg,,
1336,E19,B109,Bowl,Small,B&W,Jingdezhen,Porcelain,Base,64,,Lotus bouquet,1,,1336-IMG_2838.jpg1336-IMG_2837.jpg,,
1337,E19,B109,Guan,,B&W,Jingdezhen,Porcelain,Shard,144,Peony?,,1,Eroded,1337-IMG_2840.jpg1337-IMG_2839.jpg,,
1338,E19,B109,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,142,Lotus panels,Ducks in lotus pond,1,,1338-IMG_2841.jpg1338-IMG_2842.jpg,,
1339,E19,B109,Vase,,B&W,Jingdezhen,Porcelain,Shard,44,Poenix leaves,,1,Luting,1339-IMG_2844.jpg1339-IMG_2843.jpg,,✓
1340,E19,B109,Vase,,B&W,Jingdezhen,Porcelain,Shard,29,Frett work,,1,,1340-IMG_2846.jpg1340-IMG_2845.jpg,,
1341,E19,B109,Bowl,,B&W,Jingdezhen,Porcelain,Shard,53,Lotus panels,Lotus,1,,1341-IMG_2847.jpg1341-IMG_2848.jpg,,
1342,E19,B109,Bowls,,B&W,Jingdezhen,Porcelain,Shards,35,,,3,,1342-IMG_2849.jpg1342-IMG_2850.jpg,,
1343,E19,B109,Vases,,B&W,Jingdezhen,Porcelain,Shards,6,,,2,,1343-IMG_2852.jpg1343-IMG_2851.jpg,,
1344,F19,B138,Dish,Small,B&W,Jingdezhen,Porcelain,Rim shard,5,Scroll,,1,Foliated rim,1344-IMG_2854.jpg1344-IMG_2853.jpg,,
1345,F19,B138,Dish,Medium,B&W,Jingdezhen,Porcelain,Rim and base,396,Lotus panels,Heron in lotus pond lotus scroll,1,,1345-IMG_2855.jpg1345-IMG_2856.jpg,,✓
1346,F19,B138,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,188,Lotus panels,Ducks in lotus pond,1,,1346-IMG_2857.jpg1346-IMG_2858.jpg,,
