UIN,Grid Number,Batch Number,Description/Shape,Size,Glaze Type,Kiln,Material,Condition,Weight,Decoration Exterior,Decoration Interior,Qty,Remarks,Image,Box Label,Highlight
1425,E19,B106,Bowl,,B&W,Jingdezhen,Porcelain,Shard,18,Lotus panels,,1,,1425-IMG_3035.jpg1425-IMG_3036.jpg,,
1426,E19,B106,Vase,,B&W,Jingdezhen,Porcelain,Shard,11,Peony?,,1,,1426-IMG_3038.jpg1426-IMG_3037.jpg,,
1427,E19,B107,Vase,,B&W,Jingdezhen,Porcelain,Shard,35,Waves reverse decorated scroll lotus panels,,1,,1427-IMG_3039.jpg1427-IMG_3040.jpg,,
1428,E19,B105,Bowls,,B&W,Jingdezhen,Porcelain,Shards,24,,,2,,1428-IMG_3042.jpg1428-IMG_3041.jpg,,
1429,E22,B132,Bowl,,B&W,Jingdezhen,Porcelain,Shard,18,Lotus panels lotus scroll,Scroll,1,,1429-IMG_3043.jpg1429-IMG_3044.jpg,,
1430,E22,B132,Bowl,,B&W,Jingdezhen,Porcelain,Shard,12,Lotus panels,,1,,1430-IMG_3045.jpg1430-IMG_3046.jpg,,
1431,E22,B128,Bowl,,B&W,Jingdezhen,Porcelain,Shard,15,Lotus panels,,1,,1431-IMG_3047.jpg1431-IMG_3048.jpg,,
1432,E21,B121,Guan?,,B&W,Jingdezhen,Porcelain,Shard,159,Peony,,1,,1432-IMG_3049.jpg1432-IMG_3050.jpg,,✓
1433,E21,B121,Bowls,,B&W,Jingdezhen,Porcelain,Shards,57,,,4,,1433-IMG_3052.jpg1433-IMG_3051.jpg,,
1434,E21,B121,Vases,,B&W,Jingdezhen,Porcelain,Shards,23,,,2,,1434-IMG_3054.jpg1434-IMG_3053.jpg,,
1435,E22,B133,Vase,,B&W,Jingdezhen,Porcelain,Shard,38,Chrysanthemum frett work,,1,Luting,1435-IMG_3055.jpg1435-IMG_3056.jpg,,
1436,E22,B133,Vase,,B&W,Jingdezhen,Porcelain,Shard,14,,,1,,1436-IMG_3058.jpg1436-IMG_3057.jpg,,
1437,E16,B075,Bowl,,B&W,Jingdezhen,Porcelain,Base,305,Lotus panels,Lotus pond,1,,1437-IMG_3060.jpg1437-IMG_3059.jpg,,✓
1438,E16,B075,Bowl,,B&W,Jingdezhen,Porcelain,Rim shard,10,Lotus panels,,1,,1438-IMG_3062.jpg1438-IMG_3061.jpg,,
1439,E16,B087,Ewer,,B&W,Jingdezhen,Porcelain,Handle shard,17,,,1,,1439-IMG_3064.jpg1439-IMG_3063.jpg,,✓
1440,E16,B080,Vase,,B&W,Jingdezhen,Porcelain,Shard,25,Lotus panels,,2,Faceted,1440-IMG_3067.jpg1440-IMG_3068.jpg,,
1441,E16,B080,Bowls,,B&W,Jingdezhen,Porcelain,Shards,26,,,2,,1441-IMG_3069.jpg1441-IMG_3070.jpg,,
1442,E21,B125,Dish,Medium,B&W,Jingdezhen,Porcelain,Base shard,128,Lotus panels,Chrysanthemum scroll?,1,,1442-IMG_2904.jpg1442-IMG_2903.jpg,,
1443,E16,B080,Vases,,B&W,Jingdezhen,Porcelain,Shards,42,,,3,,1443-IMG_3072.jpg1443-IMG_3071.jpg,,
1444,E20,B115,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,206,Lotus panels,Ducks in lotus pond,1,,1444-IMG_3074.jpg1444-IMG_3073.jpg,,
1445,E21,B124,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,243,Lotus panels lotus scroll,Lotus bouquet,1,,1445-IMG_3075.jpg1445-IMG_3076.jpg,,✓
1446,E21,B124,Bowls,,B&W,Jingdezhen,Porcelain,Shards,41,,,4,,1446-IMG_3077.jpg1446-IMG_3078.jpg,,
1447,E21,B124,Vase?,,B&W,Jingdezhen,Porcelain,Shard,82,Lotus panels with lotus,,1,,1447-IMG_3080.jpg1447-IMG_3079.jpg,,
1448,E21,B124,Bowl,,B&W,Jingdezhen,Porcelain,Base,132,Lotus petals,Fungus?,1,,1448-IMG_3081.jpg1448-IMG_3082.jpg,,
1449,E18,B100,Bowls,,B&W,Jingdezhen,Porcelain,Shards,29,,,4,,1449-IMG_3084.jpg1449-IMG_3085.jpg,,
1450,E19,B106,Bowl,Medium,B&W qingbai,Jingdezhen,Porcelain,Base,207,Lotus panels,Dragon moulded,1,Moulded qingbai. Anhua,1450-IMG_3087.jpg1450-IMG_3086.jpg,,✓
1451,E19,B106,Vase,,B&W,Jingdezhen,Porcelain,Base,87,Lotus panels linear,,1,Octagonal,1451-IMG_3089.jpg1451-IMG_3091.jpg1451-IMG_3088.jpg,,✓
1452,E19,B106,Cover,Small,B&W,Jingdezhen,Porcelain,Cover,9,Panels,,1,Knob broken off,1452-IMG_3093.jpg1452-IMG_3092.jpg,,✓
1453,E19,B106,Bowl,Small,B&W,Jingdezhen,Porcelain,Rim shard,3,Lotus,,1,Foliated rim,1453-IMG_3094.jpg1453-IMG_3095.jpg,,
1454,E19,B106,Bowls,,B&W,Jingdezhen,Porcelain,Shards,72,,,4,,1454-IMG_3097.jpg1454-IMG_3096.jpg,,
1455,E19,B106,Vase,,B&W,Jingdezhen,Porcelain,Shard,9,Lotus panels,,1,Cobalt diffused,1455-IMG_3099.jpg1455-IMG_3098.jpg,,
1456,E16,B079,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,217,Lotus panels,Ducks in lotus pond,1,,1456-IMG_3101.jpg1456-IMG_3100.jpg,,
1457,E11,B042,Ewer,,B&W,Jingdezhen,Porcelain,Spout shard,13,,,1,,1457-IMG_3102.jpg1457-IMG_3103.jpg,,✓
1458,E11,B042,Bowl,Small,B&W,Jingdezhen,Porcelain,Base,76,,Lotus,1,Shufu shape,1458-IMG_3105.jpg1458-IMG_3104.jpg,,✓
1459,E19,B109,Bowl,,B&W,Jingdezhen,Porcelain,Shard,12,Lotus panels,,1,,1459-IMG_2981.jpg1459-IMG_2982.jpg,,
1460,E21,B123,Bowl,,B&W,Jingdezhen,Porcelain,Shard,24,Lotus panels with symbols,,1,,1460-IMG_3107.jpg1460-IMG_3106.jpg,,
1461,E21,B123,Vases,,B&W,Jingdezhen,Porcelain,Shards,34,,,3,,1461-IMG_3108.jpg1461-IMG_3109.jpg,,
1462,D13,B013,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,174,Lotus panels,Ducks in lotus pond,1,,1462-IMG_3111.jpg1462-IMG_3110.jpg,,
1463,E22,B133,Dish,Small,B&W,Jingdezhen,Porcelain,Nearly intact,234,Chrysanthemum,Ducks in lotus pond chrysanthemum scroll,1,Eroded,1463-IMG_3120.jpg1463-IMG_3117.jpg1463-IMG_3114.jpg1463-IMG_3118.jpg,,✓
1464,E20,B113,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,179,Lotus panels,Morning glory,1,,1464-IMG_3122.jpg1464-IMG_3121.jpg,,
1465,E20,B113,Dish,Medium,B&W,Jingdezhen,Porcelain,Base shard,108,Lotus panels,Lotus pond lotus scroll,1,,1465-IMG_3123.jpg1465-IMG_3126.jpg,,
1466,E20,B113,Vases,,B&W,Jingdezhen,Porcelain,Shards,33,Dragon,,2,,1466-IMG_3128.jpg1466-IMG_3131.jpg,,
1467,E20,B113,Vases,,B&W,Jingdezhen,Porcelain,Shards,30,Phoenix?,,2,,1467-IMG_3132.jpg1467-IMG_3133.jpg,,
1468,E20,B113,Bowls,,B&W,Jingdezhen,Porcelain,,32,,,3,,1468-IMG_3136.jpg1468-IMG_3134.jpg,,
1469,E18,B101,Bowls,Small,B&W,Jingdezhen,Porcelain,Bases,157,,Ducks in lotus pond / lotus bouquet,2,Shufu shape,1469-IMG_3251.jpg1469-IMG_3250.jpg,,✓
1471,E19,B106,Bowls,Medium,B&W,Jingdezhen,Porcelain,Bases,343,Lotus panels,Ducks in lotus pond,3,,1471-IMG_3157.jpg1471-IMG_3158.jpg,,
1472,E19,B106,Bowls,Medium,B&W,Jingdezhen,Porcelain,Bases,286,Lotus panels,Lotus,2,,1472-IMG_3161.jpg1472-IMG_3162.jpg,,
1473,E19,B106,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,211,Lotus panels,Lotus bouquet,1,,1473-IMG_3164.jpg1473-IMG_3163.jpg,,
1474,E16,B080,Bowl,Medium,B&W,Jingdezhen,Porcelain,Bases,351,Lotus panels,Ducks in lotus pond,2,,1474-IMG_3165.jpg1474-IMG_3167.jpg,,
1475,E16,B080,Bowl,,B&W,Jingdezhen,Porcelain,Shard,33,Flaming pearl,,1,Applique,1475-IMG_3169.jpg1475-IMG_3170.jpg1475-IMG_3168.jpg,,✓
1476,E16,B080,Vase,,B&W,Jingdezhen,Porcelain,Shard,17,Flaming pearl?,,1,,1476-IMG_3172.jpg1476-IMG_3171.jpg,,
1477,E20,B113,Vases,,B&W,Jingdezhen,Porcelain,Shards,26,,Ducks in lotus pond,2,,1477-IMG_3173.jpg1477-IMG_3174.jpg,,
1478,E20,B113,Bowls,,B&W,Jingdezhen,Porcelain,Shards,89,,,6,,1478-IMG_3176.jpg1478-IMG_3178.jpg,,
1481,E20,B113,Jarlet,Small,B&W,Jingdezhen,Porcelain,Shard,8,Leaves,,1,Beaded ribs,1481-IMG_3186.jpg1481-IMG_3184.jpg,,
1482,E20,B113,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,198,Lotus panels,Dragon,1,3 claw,1482-IMG_3187.jpg1482-IMG_3188.jpg,,✓
1483,E20,B113,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,175,Lotus panels,Lotus bouquet,1,,1483-IMG_3189.jpg1483-IMG_3190.jpg,,
1484,E20,B113,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base half,206,Lotus panels,Ducks in lotus pond,1,,1484-IMG_3196.jpg1484-IMG_3195.jpg1484-IMG_3193.jpg1484-IMG_3194.jpg,,
1485,E18,B101,Dish?,Small,B&W,Jingdezhen,Porcelain,Base shard?,11,,Ducks in lotus pond,1,Flat thin,1485-IMG_3204.jpg1485-IMG_3201.jpg,,✓
1486,E18,B101,Vase?,,B&W,Jingdezhen,Porcelain,Base shard?,15,Scroll,,1,,1486-IMG_3206.jpg1486-IMG_3207.jpg1486-IMG_3205.jpg,,
1487,E18,B101,Vase,,B&W,Jingdezhen,Porcelain,Shard,33,Peony?,,1,Faceted luted,1487-IMG_3211.jpg1487-IMG_3213.jpg,,
1488,E18,B101,Vase,,B&W,Jingdezhen,Porcelain,Shard,6,Phoenix?,,1,Faceted,1488-IMG_3215.jpg1488-IMG_3214.jpg,,
1489,E18,B101,Vase,,B&W,Jingdezhen,Porcelain,Shard,5,,,1,Both sides glazed,1489-IMG_3217.jpg1489-IMG_3216.jpg,,
1490,E18,B101,Bowls,,B&W,Jingdezhen,Porcelain,Shards,48,,,6,,1490-IMG_3220.jpg1490-IMG_3221.jpg,,
1491,E18,B101,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base shard,105,Lotus panels,Double vajra,1,,1491-IMG_3222.jpg1491-IMG_3225.jpg,,
1492,E18,B101,Dish,Medium,B&W,Jingdezhen,Porcelain,Base shard,130,Lotus panels,Lotus pond,1,,1492-IMG_3227.jpg1492-IMG_3226.jpg,,
1493,E18,B101,Bowl,Small,B&W,Jingdezhen,Porcelain,Base,82,,Lotus bouquet,1,,1493-IMG_3229.jpg1493-IMG_3228.jpg,,
1494,E18,B101,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,141,,Ducks in lotus pond,1,,1494-IMG_3230.jpg1494-IMG_3233.jpg,,
1495,E18,B101,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,159,,Morning glory?,1,,1495-IMG_3234.jpg,,
1501,E18,B101,Bowl,Small,B&W,Jingdezhen,Porcelain,Base,67,,Lotus bouquet,1,Shufu shape,1501-IMG_3252.jpg1501-IMG_3253.jpg1501-IMG_3254.jpg,,✓
1502,E18,B101,Bowls,,B&W,Jingdezhen,Porcelain,Shards,39,,,2,,1502-IMG_3255.jpg1502-IMG_3256.jpg,,
1503,E18,B101,Vases,,B&W,Jingdezhen,Porcelain,Shards,14,Ducks in lotus pond,,2,,1503-IMG_3257.jpg1503-IMG_3258.jpg,,
1504,E21,B124,Bowl,,B&W,Jingdezhen,Porcelain,Shard,16,Lotus panels,Lotus pond,1,,1504-IMG_3259.jpg1504-IMG_3260.jpg,,
1505,E21,B124,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,258,Lotus panels,Double vajra,1,Vajra is outline only,1505-IMG_3262.jpg1505-IMG_3261.jpg,,✓
1506,E21,B124,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,339,Lotus panels,Ducks in lotus pond,1,,1506-IMG_3264.jpg1506-IMG_3263.jpg,,✓
1507,E19,B107,Ewer?,,B&W,Jingdezhen,Porcelain,Shard,25,,Lotus bouquet,1,Tiered around decoration outline,1507-IMG_3266.jpg1507-IMG_3267.jpg,,✓
1508,E19,B107,Ewer,,B&W,Jingdezhen,Porcelain,Handle shard,12,,,1,,1508-IMG_3268.jpg1508-IMG_3269.jpg,,✓
1509,E19,B107,Bowls,Medium,B&W,Jingdezhen,Porcelain,Bases,196,Lotus panels,Ducks in lotus pond,2,,1509-IMG_3270.jpg1509-IMG_3271.jpg,,
1510,E19,B107,Vases,,B&W,Jingdezhen,Porcelain,Shards,23,,,3,,1510-IMG_3274.jpg1510-IMG_3273.jpg,,
1511,E19,B107,Bowls,,B&W,Jingdezhen,Porcelain,Shards,104,,,8,,1511-IMG_3276.jpg,,
1512,E21,B123,Jarlet,,B&W,Jingdezhen,Porcelain,Shard,9,Leaves,,1,Beaded ribs,1512-IMG_3279.jpg1512-IMG_3278.jpg,,
1513,E21,B123,Bowl,Small,B&W,Jingdezhen,Porcelain,Base,99,,Lotus bouquet,1,shufu shape?,1513-IMG_3281.jpg1513-IMG_3280.jpg,,
1514,E21,B123,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base shard,76,Lotus panels,Ducks in lotus pond,1,,1514-IMG_3282.jpg1514-IMG_3283.jpg,,
1515,E21,B123,Vase,,B&W,Jingdezhen,Porcelain,Shard,9,,,1,,1515-IMG_3284.jpg1515-IMG_3285.jpg,,
1516,E21,B123,Bowls,,B&W,Jingdezhen,Porcelain,Shards,57,,,10,,1516-IMG_3287.jpg1516-IMG_3286.jpg,,
1517,E22,B133,Bowl,,B&W,Jingdezhen,Porcelain,Base,142,Lotus petals,Peony?,1,,1517-IMG_3288.jpg1517-IMG_3289.jpg,,
1518,E22,B133,Bowl,Small,B&W,Jingdezhen,Porcelain,Shard,2,,Chrystanthemum?,1,Shufu shape,1518-IMG_3292.jpg1518-IMG_3291.jpg,,
1519,E22,B133,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,147,Lotus panels,Ducks in lotus pond,1,,1519-IMG_3294.jpg1519-IMG_3293.jpg,,
1520,E22,B133,Vase,,B&W,Jingdezhen,Porcelain,Shard,15,Lotus panels frett work,,1,Faceted luted,1520-IMG_3296.jpg1520-IMG_3295.jpg,,
1521,E22,B133,Vase,,B&W,Jingdezhen,Porcelain,Shard,12,Scroll,,1,,1521-IMG_3298.jpg1521-IMG_3297.jpg,,
1522,E22,B133,Bowls,,B&W,Jingdezhen,Porcelain,Shards,25,Lotus panels,Chrysanthemum,4,,1522-IMG_3299.jpg1522-IMG_3300.jpg,,
1523,E11,B040,Cover?,,B&W,Jingdezhen,Porcelain,Shard,11,,Chrysanthemum,1,Tiered along decoration border,1523-IMG_3302.jpg1523-IMG_3301.jpg,,✓
1524,E11,B040,Vase,,B&W,Jingdezhen,Porcelain,Shard,14,Dragon,,1,,1524-IMG_3303.jpg1524-IMG_3304.jpg,,✓
1525,E11,B040,Bowl,,B&W,Jingdezhen,Porcelain,Shard,22,,,1,Coral encrusted,1525-IMG_3306.jpg1525-IMG_3305.jpg,,
1526,E19,B108,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,288,Lotus panels,Ducks in lotus pond,1,,1526-IMG_3308.jpg1526-IMG_3307.jpg,,
1527,E19,B108,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,162,Lotus panels,Ducks in lotus pond,1,,1527-IMG_3309.jpg1527-IMG_3310.jpg,,
1528,E19,B108,Vase,,B&W,Jingdezhen,Porcelain,Shard,19,Ruyi lappets?,,1,Faceted,1528-IMG_3312.jpg1528-IMG_3311.jpg,,
1529,E19,B108,Vase,,B&W,Jingdezhen,Porcelain,Shard,9,Lotus panels,,1,,1529-IMG_3313.jpg1529-IMG_3314.jpg,,
1530,E19,B108,Bowl,,B&W,Jingdezhen,Porcelain,Rim shard,27,Lotus scroll,Chrysanthemum,1,,1530-IMG_3316.jpg1530-IMG_3315.jpg,,
1531,E11,B040,Cover?,,B&W,Jingdezhen,Porcelain,Shard,16,,,1,Tiered eroded,1531-IMG_3318.jpg1531-IMG_3317.jpg,,
1532,E11,B040,Guan?,,B&W,Jingdezhen,Porcelain,Shard,50,Lotus panels frett work,,1,,1532-IMG_3319.jpg1532-IMG_3320.jpg,,
1533,E11,B040,Vase,,B&W,Jingdezhen,Porcelain,Shard,27,Lotus panles leaves reverse decorated,,1,Cross hatched background,1533-IMG_3322.jpg1533-IMG_3321.jpg,,✓
1534,E11,B040,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,115,,Ducks in lotus pond,1,,1534-IMG_3326.jpg1534-IMG_3327.jpg,,
1536,E11,B042,Bowl,,B&W,Jingdezhen,Porcelain,Shard,26,Lotus panels,,1,Eroded,1536-IMG_3329.jpg1536-IMG_3328.jpg,,
1537,E11,B043,Vase,,B&W,Jingdezhen,Porcelain,Shard,13,Fungus in panels? scroll,,1,Faceted,1537-IMG_3331.jpg1537-IMG_3330.jpg,,
1538,E11,B043,Vase,,B&W,Jingdezhen,Porcelain,Shard,14,Peony?,,1,,1538-IMG_3332.jpg1538-IMG_3333.jpg,,
1539,E11,B043,Bowls,,B&W,Jingdezhen,Porcelain,Shards,13,,,3,,1539-IMG_3335.jpg1539-IMG_3334.jpg,,
1540,E21,B124,Bowls,,B&W,Jingdezhen,Porcelain,Shards,78,Lizard applique? flaming pearl?,Floral,2,Tail and feet remain,1540-IMG_3336.jpg1540-IMG_3337.jpg,,✓
1541,E21,B124,Bowl,,B&W,Jingdezhen,Porcelain,Shard,58,Lotus panels,Lotus pond,1,,1541-IMG_3339.jpg1541-IMG_3338.jpg,,
1542,E21,B124,Guan,,B&W,Jingdezhen,Porcelain,Base shard,126,Lotus panels,,1,Faceted - octagonal?,1542-IMG_3340.jpg1542-IMG_3341.jpg1542-IMG_3342.jpg,,
1543,E21,B124,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,163,Lotus panels,Ducks in lotus pond,1,,1543-IMG_3344.jpg1543-IMG_3343.jpg,,
1544,E21,B124,Bowl,,B&W,Jingdezhen,Porcelain,Shard,40,Lotus panels,Lotus pond,1,,1544-IMG_3347.jpg1544-IMG_3346.jpg,,
1545,E21,B123,Vase,,B&W,Jingdezhen,Porcelain,Shard,30,Phoenix?,,1,,1545-IMG_3348.jpg1545-IMG_3349.jpg,,
1546,E21,B123,Vase?,,B&W,Jingdezhen,Porcelain,Base shard,40,Lotus panels,,1,Footring broken off,1546-IMG_3351.jpg1546-IMG_3350.jpg,,✓
1547,E21,B123,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,159,Lotus panels,Ducks in lotus pond,1,,1547-IMG_3353.jpg1547-IMG_3352.jpg,,
1548,E18,B100,Vase,,B&W,Jingdezhen,Porcelain,Base,92,Lotus panels frett work,,1,High foot ring,1548-IMG_3357.jpg1548-IMG_3355.jpg1548-IMG_3354.jpg,,✓
1549,E18,B100,Vase,,B&W,Jingdezhen,Porcelain,Shard,17,Lotus panels,,1,,1549-IMG_3358.jpg1549-IMG_3359.jpg,,
1550,E18,B100,Cover,,B&W,Jingdezhen,Porcelain,Rim shard,5,Frett work scroll,,1,Flat top,1550-IMG_3360.jpg1550-IMG_3361.jpg,,✓
1551,E22,B135,Guan,,B&W,Jingdezhen,Porcelain,Base shard?,41,,,1,,1551-IMG_3362.jpg1551-IMG_3363.jpg,,✓
1552,E22,B133,Bowls,,B&W,Jingdezhen,Porcelain,Shards,126,Lotus panels,Lotus pond,2,,1552-IMG_3364.jpg1552-IMG_3365.jpg,,
1553,E22,B133,Bowls,,B&W,Jingdezhen,Porcelain,Rim shard,19,Fungus band lotus panels,Scroll,1,,1553-IMG_3367.jpg1553-IMG_3366.jpg,,
1554,E19,B108,Vase?,,B&W,Jingdezhen,Porcelain,Shard,152,Lotus panels scroll,,1,Cylindrical,1554-IMG_3369.jpg1554-IMG_3368.jpg,,✓
1555,E19,B108,Vase,,B&W,Jingdezhen,Porcelain,Shard,8,Lotus petals?,,1,Faceted,1555-IMG_3371.jpg1555-IMG_3370.jpg,,
1556,E19,B108,Bowl,,B&W,Jingdezhen,Porcelain,Shard,29,Lotus panels,Leaves,1,,1556-IMG_3372.jpg1556-IMG_3373.jpg,,
1557,E19,B108,Vase,,B&W,Jingdezhen,Porcelain,Shard,13,Ducks in lotus pond,,1,,1557-IMG_3374.jpg1557-IMG_3375.jpg,,
1558,E21,B120,Bowl,,B&W,Jingdezhen,Porcelain,Base shard,69,Lotus panels,Dragon,1,3 claw tiered in caveto,1558-IMG_3376.jpg1558-IMG_3377.jpg,,✓
1559,E21,B120,Guan,,B&W,Jingdezhen,Porcelain,Shard,92,Peony?,,1,,1559-IMG_3379.jpg1559-IMG_3378.jpg,,
1560,E21,B120,Vase,,B&W,Jingdezhen,Porcelain,Shard,7,Panels frett work,,1,Faceted,1560-IMG_3380.jpg1560-IMG_3381.jpg,,
1561,E18,B101,Bowl,Small,B&W,Jingdezhen,Porcelain,Base,66,,Lotus bouquet,1,,1561-IMG_3382.jpg1561-IMG_3383.jpg,,
1562,E18,B101,Vases,,B&W,Jingdezhen,Porcelain,Shards,20,Panels scroll,,2,Faceted,1562-IMG_3384.jpg1562-IMG_3385.jpg,,
1563,E18,B101,Vases,,B&W,Jingdezhen,Porcelain,Shards,8,,,2,,1563-IMG_3387.jpg1563-IMG_3386.jpg,,
1564,E18,B101,Bowls,,B&W,Jingdezhen,Porcelain,Shards,29,,,3,,1564-IMG_3389.jpg1564-IMG_3388.jpg,,
1565,E21,B121,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,141,,Ducks in lotus pond,1,Eroded,1565-IMG_3391.jpg1565-IMG_3390.jpg,,
1566,E21,B121,Bowl,,B&W,Jingdezhen,Porcelain,Shard,10,Lotus panels,Lotus,1,Eroded,1566-IMG_3393.jpg1566-IMG_3392.jpg,,
1567,E20,B115,Cover,,B&W,Jingdezhen,Porcelain,Rim shard,4,Panels,,1,,1567-IMG_3395.jpg1567-IMG_3394.jpg,,✓
1568,E20,B115,Vases,,B&W,Jingdezhen,Porcelain,Shards,25,,,2,,1568-IMG_3398.jpg1568-IMG_3397.jpg,,
1569,E19,B107,Ewer,,B&W,Jingdezhen,Porcelain,Handle shard,18,Lines,,1,,1569-IMG_3399.jpg1569-IMG_3400.jpg,,
1570,E20,B113,Vase,,B&W,Jingdezhen,Porcelain,Shard,23,Ruyi lappet scrolls,,1,,1570-IMG_3403.jpg1570-IMG_3402.jpg,,
1571,E20,B113,Vase,,B&W,Jingdezhen,Porcelain,Shard,10,Lotus panels scroll,,1,Faceted,1571-IMG_3405.jpg1571-IMG_3404.jpg,,
1572,E20,B113,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base shard,82,,Ducks in lotus pond,1,Eroded,1572-IMG_3407.jpg1572-IMG_3406.jpg,,
1573,E20,B113,Vases,,B&W,Jingdezhen,Porcelain,Shards,46,,,2,Eroded,1573-IMG_3409.jpg1573-IMG_3408.jpg,,
1574,E20,B113,Bowl,,B&W,Jingdezhen,Porcelain,Shard,3,,,1,,1574-IMG_3411.jpg1574-IMG_3410.jpg,,
1576,E18,B100,Bowl,,B&W,Jingdezhen,Porcelain,Base,178,Lotus panels,,1,Eroded,1576-IMG_3415.jpg1576-IMG_3414.jpg,,
1577,E19,B107,Vase,,B&W,Jingdezhen,Porcelain,Shard,11,Lotus panels peony?,,1,Luted,1577-IMG_3416.jpg1577-IMG_3417.jpg,,
1579,E21,B123,Vase,,B&W,Jingdezhen,Porcelain,Shard,29,Phoenix? lotus panels,,1,,1579-IMG_3421.jpg1579-IMG_3420.jpg,,✓
1580,E21,B123,Vase,,B&W,Jingdezhen,Porcelain,Shard,37,Lotus,,1,,1580-IMG_3422.jpg1580-IMG_3424.jpg,,
1581,E21,B123,Bowl,,B&W,Jingdezhen,Porcelain,Shard,21,Lotus panels,Ducks in lotus pond,1,,1581-IMG_3426.jpg1581-IMG_3425.jpg,,
1582,E21,B121,Bowl,,B&W,Jingdezhen,Porcelain,,40,Lotus panels,,1,,1582-IMG_3428.jpg1582-IMG_3427.jpg,,
1583,E21,B121,Vase?,,B&W,Jingdezhen,Porcelain,Shard,5,,,1,Glazed both sides,1583-IMG_3429.jpg1583-IMG_3430.jpg,,
1584,E18,B101,Vase,,B&W,Jingdezhen,Porcelain,Shard,7,,,1,Faceted eroded,1584-IMG_3431.jpg1584-IMG_3432.jpg,,
1585,E18,B101,Vase,,B&W,Jingdezhen,Porcelain,Shard,7,Lotus,,1,,1585-IMG_3433.jpg1585-IMG_3434.jpg,,
1586,E21,B120,Bowl,,B&W,Jingdezhen,Porcelain,Shard,8,Lotus panels,,1,,1586-IMG_3435.jpg1586-IMG_3436.jpg,,
1587,E21,B124,Vase,,B&W,Jingdezhen,Porcelain,Rim neck shard,5,,,1,Small diameter,1587-IMG_3437.jpg1587-IMG_3438.jpg,,✓
1591,F19,B137,Vase,,B&W,Jingdezhen,Porcelain,Base,168,Lotus panels,,1,,1591-IMG_3445.jpg1591-IMG_3446.jpg,,
1592,F19,B137,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,189,,Lotus,1,,1592-IMG_3447.jpg1592-IMG_3448.jpg,,
1593,E21,B122,Guan?,,B&W,Jingdezhen,Porcelain,Shard,47,Peony?,,1,,1593-IMG_3450.jpg1593-IMG_3449.jpg,,
1594,E21,B122,Vase,,B&W,Jingdezhen,Porcelain,Shard,21,Ruyi lappet frett work,,1,,1594-IMG_3452.jpg1594-IMG_3451.jpg,,
1595,E21,B122,Vase,,B&W,Jingdezhen,Porcelain,Shard,10,Lotus panels,,1,,1595-IMG_3454.jpg1595-IMG_3453.jpg,,
1596,E21,B122,Bowl,Small,B&W,Jingdezhen,Porcelain,Shard,3,Leaves,,1,Fine,1596-IMG_3455.jpg1596-IMG_3456.jpg,,
1598,F20,B140,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,91,,Floral,1,,1598-IMG_3461.jpg1598-IMG_3460.jpg,,
1599,F20,B140,Vase,,B&W,Jingdezhen,Porcelain,Shard,17,Lotus pond,,1,,1599-IMG_3462.jpg1599-IMG_3463.jpg,,
1600,F20,B140,Vase,,B&W,Jingdezhen,Porcelain,Shard,13,Peony lotus petals,,1,,1600-IMG_3465.jpg1600-IMG_3464.jpg,,
1601,E21,B126,Guan?,,B&W,Jingdezhen,Porcelain,Shard,98,Vines,,1,,1601-IMG_3467.jpg1601-IMG_3466.jpg,,
1602,E21,B126,Bowl,,B&W,Jingdezhen,Porcelain,Shard,36,Lotus panels,Double vajra?,1,,1602-IMG_3469.jpg1602-IMG_3468.jpg,,
1603,E21,B126,Vase,,B&W,Jingdezhen,Porcelain,Shard,16,,,1,,1603-IMG_3470.jpg1603-IMG_3471.jpg,,
1604,E21,B126,Bowl,Medium,B&W,Jingdezhen,Porcelain,Base,103,,Lotus pond,1,Eroded,1604-IMG_3473.jpg1604-IMG_3472.jpg,,
1605,E21,B126,Bowl,,B&W,Jingdezhen,Porcelain,Rim shard,9,Lotus panels,Leaves,1,,1605-IMG_3475.jpg1605-IMG_3474.jpg,,
